t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1592985231,147,4922.833463,2753.749052,1046.906206,870.202577,2765.339241,3570.265908,3982.103886,4135.389538,4151.882217,4922.833463,0.350089,0.347901,0.310329,0.254359,calls/second,milliseconds
1592985241,151,4922.833463,2665.619714,1046.906206,836.970463,2555.447220,3457.033639,3982.103886,4114.762224,4151.882217,4922.833463,0.351250,0.370611,0.316520,0.257071,calls/second,milliseconds
1592985251,155,4922.833463,2705.327423,1046.906206,856.559917,2555.447220,3596.016313,3958.739225,4114.762224,4151.882217,4922.833463,0.352361,0.375123,0.319256,0.258650,calls/second,milliseconds
1592985261,158,4922.833463,2726.092679,1046.906206,893.279680,2612.688602,3596.016313,4135.389538,4171.630014,4171.630014,4922.833463,0.351196,0.378942,0.321903,0.260212,calls/second,milliseconds
1592985271,161,4922.833463,2745.674675,1046.906206,845.258001,2701.146035,3550.294063,3982.103886,4171.630014,4171.630014,4312.581821,0.350083,0.367462,0.321213,0.260655,calls/second,milliseconds
1592985281,166,4922.833463,2691.683692,1046.906206,810.843592,2612.688602,3444.959181,3982.103886,4171.630014,4171.630014,4312.581821,0.353274,0.373736,0.323850,0.262200,calls/second,milliseconds
1592985291,169,4922.833463,2723.786110,1046.906206,776.129893,2635.403196,3398.490935,3958.739225,4171.630014,4171.630014,4312.581821,0.352165,0.377768,0.326347,0.263723,calls/second,milliseconds
1592985301,172,4922.833463,2823.995248,1046.906206,823.148283,2860.193412,3398.490935,4171.630014,4661.839138,4661.839138,4661.839138,0.351099,0.350477,0.322205,0.263019,calls/second,milliseconds
1592985311,175,5002.420283,2916.444281,1046.906206,884.435131,2868.488961,3419.881750,4661.839138,5002.420283,5002.420283,5002.420283,0.350079,0.342089,0.321449,0.263424,calls/second,milliseconds
1592985321,178,5002.420283,2967.514617,1046.906206,865.627398,2868.488961,3550.294063,4661.839138,5002.420283,5002.420283,5002.420283,0.349097,0.334988,0.320719,0.263826,calls/second,milliseconds
1592985331,182,5002.420283,2850.692732,1046.906206,892.766095,2828.392298,3457.033639,4661.839138,5002.420283,5002.420283,5002.420283,0.350074,0.344969,0.323318,0.265330,calls/second,milliseconds
1592985341,185,5002.420283,2884.805921,1010.439594,990.735856,2868.488961,3577.802539,4441.448660,5002.420283,5002.420283,5002.420283,0.349131,0.353417,0.325832,0.266818,calls/second,milliseconds
1592985351,190,5002.420283,2741.990965,1010.439594,969.958003,2611.561428,3419.881750,4441.448660,5002.420283,5002.420283,5002.420283,0.351924,0.361847,0.328318,0.268296,calls/second,milliseconds
1592985361,194,5002.420283,2710.568828,1010.439594,939.134639,2611.561428,3365.073053,4441.448660,4661.839138,5002.420283,5002.420283,0.352799,0.367704,0.330668,0.269751,calls/second,milliseconds
1592985371,197,5002.420283,2729.174575,1010.439594,918.498949,2629.519369,3365.073053,4441.448660,4661.839138,5002.420283,5002.420283,0.351854,0.372662,0.332941,0.271190,calls/second,milliseconds
1592985381,200,5002.420283,2854.901332,1010.439594,949.367441,2961.708661,3448.993681,4582.943845,4661.839138,5002.420283,5002.420283,0.350947,0.346155,0.328583,0.270404,calls/second,milliseconds
1592985391,203,5002.420283,2916.623393,1010.439594,912.152356,3101.022217,3505.220209,4582.943845,4661.839138,5002.420283,5002.420283,0.350068,0.354421,0.330924,0.271836,calls/second,milliseconds
1592985401,208,5002.420283,2774.864776,1010.439594,894.861936,2866.611423,3365.073053,4441.448660,4582.943845,4661.839138,5002.420283,0.352609,0.346706,0.329938,0.272150,calls/second,milliseconds
1592985411,211,5002.420283,2745.785906,1010.439594,924.568890,2629.519369,3398.490935,4441.448660,4582.943845,4661.839138,5002.420283,0.351733,0.353609,0.332180,0.273557,calls/second,milliseconds
1592985421,216,5002.420283,2676.071092,1010.439594,926.671994,2572.178344,3278.677617,3984.405136,4582.943845,4661.839138,5002.420283,0.354163,0.376722,0.337709,0.276062,calls/second,milliseconds
1592985431,221,5002.420283,2582.642695,1010.439594,871.328222,2447.516933,3207.732814,3984.405136,4582.943845,4661.839138,5002.420283,0.356514,0.396287,0.343057,0.278539,calls/second,milliseconds
1592985441,224,5002.420283,2609.379854,1010.439594,869.925679,2511.498402,3302.766373,3984.405136,4582.943845,4582.943845,5002.420283,0.355617,0.380866,0.341618,0.278773,calls/second,milliseconds
1592985451,227,5002.420283,2684.349836,1010.439594,862.002290,2611.561428,3302.766373,3984.405136,4582.943845,4582.943845,5002.420283,0.354749,0.367812,0.340226,0.279005,calls/second,milliseconds
1592985461,231,5002.420283,2713.643367,1010.439594,891.428755,2611.561428,3505.220209,4179.386670,4441.448660,4582.943845,5002.420283,0.355443,0.372753,0.342186,0.280342,calls/second,milliseconds
1592985471,233,5002.420283,2786.524568,1010.439594,891.620492,2807.104366,3511.352822,4179.386670,4441.448660,4582.943845,5002.420283,0.353089,0.360945,0.340776,0.280556,calls/second,milliseconds
1592985481,238,5002.420283,2731.879753,1010.439594,872.872958,2807.104366,3511.352822,3984.405136,4179.386670,4582.943845,5002.420283,0.355283,0.368219,0.342772,0.281882,calls/second,milliseconds
1592985491,241,5002.420283,2687.372973,1010.439594,886.857677,2566.763613,3511.352822,3984.405136,4179.386670,4582.943845,5002.420283,0.354468,0.373098,0.344648,0.283187,calls/second,milliseconds
1592985501,247,5002.420283,2600.141837,1010.439594,911.610611,2511.498402,3448.107135,3977.562317,4179.386670,4441.448660,5002.420283,0.358029,0.394498,0.349823,0.285592,calls/second,milliseconds
1592985511,250,5002.420283,2679.537737,1010.439594,888.605486,2807.104366,3448.993681,3977.562317,4179.386670,4441.448660,5002.420283,0.357198,0.379351,0.348162,0.285748,calls/second,milliseconds
1592985521,252,5002.420283,2763.064630,1010.439594,902.087108,3051.806522,3520.517707,3959.869828,4179.386670,4441.448660,5002.420283,0.354985,0.366530,0.346556,0.285903,calls/second,milliseconds
1592985531,255,5002.420283,2854.696036,1010.439594,883.914488,3134.526022,3520.517707,3959.869828,4179.386670,4179.386670,5002.420283,0.354222,0.356956,0.345057,0.286061,calls/second,milliseconds
1592985541,260,5002.420283,2753.486257,1010.439594,888.969491,3111.888006,3483.761243,3959.869828,4171.630014,4179.386670,5002.420283,0.356218,0.364843,0.346913,0.287326,calls/second,milliseconds
1592985551,264,5002.420283,2732.354712,1010.439594,909.505361,3111.888006,3483.761243,3959.869828,3984.405136,4179.386670,5002.420283,0.356811,0.370240,0.348653,0.288571,calls/second,milliseconds
1592985561,268,5002.420283,2674.181059,1010.439594,913.358781,3051.097624,3483.761243,3938.329780,3977.562317,4179.386670,4661.839138,0.357387,0.374809,0.350337,0.289803,calls/second,milliseconds
1592985571,272,5002.420283,2619.931350,1010.439594,858.894908,2608.585895,3437.327314,3938.329780,3977.562317,4179.386670,4661.839138,0.357946,0.378676,0.351965,0.291020,calls/second,milliseconds
1592985581,275,5002.420283,2677.904906,1010.439594,851.647345,2608.585895,3503.644985,3799.228228,3959.869828,4179.386670,4661.839138,0.357194,0.381950,0.353540,0.292225,calls/second,milliseconds
1592985591,278,5002.420283,2771.167977,1010.439594,866.487866,2899.983126,3503.644985,3977.562317,4350.706661,4350.706661,4661.839138,0.356461,0.354017,0.348506,0.291206,calls/second,milliseconds
1592985601,282,5002.420283,2789.883585,1010.439594,835.530498,2899.983126,3503.644985,3959.869828,4350.706661,4350.706661,4582.943845,0.357011,0.361076,0.350194,0.292408,calls/second,milliseconds
1592985611,284,5002.420283,2850.464063,1010.439594,828.696510,3134.526022,3520.517707,3959.869828,4350.706661,4350.706661,4582.943845,0.355049,0.351061,0.348521,0.292488,calls/second,milliseconds
1592985621,289,5002.420283,2761.203865,1010.439594,908.546899,2961.708661,3534.014248,3885.550283,4350.706661,4350.706661,4582.943845,0.356838,0.359852,0.350264,0.293683,calls/second,milliseconds
1592985631,292,5002.420283,2771.837008,1010.439594,859.040119,2983.563883,3511.352822,3885.550283,4350.706661,4350.706661,4582.943845,0.356145,0.366016,0.351894,0.294857,calls/second,milliseconds
1592985641,295,5002.420283,2811.613708,1010.439594,862.715515,3051.097624,3554.011411,3885.550283,4179.386670,4350.706661,4582.943845,0.355468,0.356520,0.350220,0.294917,calls/second,milliseconds
1592985651,299,5002.420283,2839.140225,1010.439594,838.223338,3134.526022,3520.517707,3885.550283,3984.405136,4350.706661,4582.943845,0.355998,0.347204,0.348546,0.294970,calls/second,milliseconds
1592985661,302,5002.420283,2926.514050,1010.439594,867.637131,3255.956560,3554.265263,4350.706661,4492.740165,4492.740165,4492.740165,0.355341,0.339318,0.346928,0.295023,calls/second,milliseconds
1592985671,306,5002.420283,2807.611865,1010.439594,871.805374,2899.983126,3520.517707,3959.869828,4492.740165,4492.740165,4492.740165,0.355859,0.348634,0.348667,0.296183,calls/second,milliseconds
1592985681,310,5002.420283,2808.918550,1010.439594,882.339326,2578.056360,3520.517707,4478.769629,4492.740165,4492.740165,4492.740165,0.356367,0.356520,0.350350,0.297330,calls/second,milliseconds
1592985691,314,5002.420283,2736.803279,1010.439594,886.273099,2578.056360,3437.327314,4478.769629,4492.740165,4492.740165,4492.740165,0.356863,0.363195,0.351978,0.298464,calls/second,milliseconds
1592985701,317,5002.420283,2830.492874,1010.439594,912.225721,2720.084056,3554.011411,4350.706661,4492.740165,4492.740165,4492.740165,0.356225,0.368845,0.353552,0.299586,calls/second,milliseconds
1592985711,320,5002.420283,2872.969146,1010.439594,962.193537,2720.084056,3554.265263,4492.740165,4824.529027,4824.529027,4824.529027,0.355600,0.342924,0.348518,0.298486,calls/second,milliseconds
1592985721,324,5002.420283,2830.479954,1010.439594,994.324385,2720.084056,3616.430176,4492.740165,4824.529027,4824.529027,4824.529027,0.356087,0.367677,0.353512,0.300716,calls/second,milliseconds
1592985731,328,5002.420283,2752.871391,1010.439594,964.907317,2553.013115,3445.379952,4478.769629,4824.529027,4824.529027,4824.529027,0.356565,0.357927,0.351785,0.300711,calls/second,milliseconds
1592985741,333,5002.420283,2634.371539,1010.439594,935.247425,2490.503045,3362.286300,4350.706661,4824.529027,4824.529027,4824.529027,0.358107,0.364386,0.353366,0.301808,calls/second,milliseconds
1592985751,337,5002.420283,2636.618973,1010.439594,887.557448,2490.503045,3362.286300,4118.465707,4824.529027,4824.529027,4824.529027,0.358553,0.368575,0.354840,0.302887,calls/second,milliseconds
1592985761,340,5002.420283,2602.021675,1010.439594,872.081436,2402.600637,3319.860687,4118.465707,4492.740165,4824.529027,4824.529027,0.357936,0.388112,0.359571,0.305062,calls/second,milliseconds
1592985771,343,5002.420283,2747.690010,1010.439594,940.027767,2553.013115,3418.200592,4619.267042,4619.267042,4824.529027,4824.529027,0.357333,0.375224,0.357646,0.305009,calls/second,milliseconds
1592985781,346,5002.420283,2860.508915,1010.439594,978.943067,2723.991217,3616.430176,4667.637970,4667.637970,4824.529027,4824.529027,0.356741,0.348324,0.352477,0.303849,calls/second,milliseconds
1592985791,349,5002.420283,2844.051826,1010.439594,987.060458,2666.429649,3708.531386,4619.267042,4667.637970,4824.529027,4824.529027,0.356162,0.340266,0.350730,0.303803,calls/second,milliseconds
1592985801,352,5002.420283,2877.473776,1010.439594,934.972726,2739.852709,3530.015953,4619.267042,4667.637970,4824.529027,4824.529027,0.355596,0.349436,0.352345,0.304866,calls/second,milliseconds
1592985811,355,5002.420283,2958.355561,1010.439594,943.661631,2784.495274,3776.048690,4619.267042,4667.637970,4667.637970,4824.529027,0.355038,0.326495,0.347351,0.303707,calls/second,milliseconds
1592985821,359,5002.420283,2909.551252,1010.439594,1025.337161,2739.852709,3776.048690,4667.637970,4688.848628,4688.848628,4824.529027,0.355484,0.321788,0.345771,0.303663,calls/second,milliseconds
1592985831,363,5002.420283,2834.716932,1010.439594,982.121142,2739.852709,3497.530690,4667.637970,4688.848628,4688.848628,4824.529027,0.355920,0.348508,0.350800,0.305830,calls/second,milliseconds
1592985841,366,5002.420283,2850.283412,1010.439594,948.563819,2747.734054,3530.015953,4667.637970,4688.848628,4688.848628,4824.529027,0.355379,0.356413,0.352413,0.306870,calls/second,milliseconds
1592985851,371,5002.420283,2734.376912,1010.439594,968.054518,2666.429649,3418.200592,4619.267042,4688.848628,4688.848628,4824.529027,0.356768,0.348392,0.350722,0.306797,calls/second,milliseconds
1592985861,375,5002.420283,2671.005710,1010.439594,909.471371,2461.633154,3276.029285,4283.591961,4688.848628,4688.848628,4824.529027,0.357181,0.371027,0.355588,0.308929,calls/second,milliseconds
1592985871,378,5002.420283,2717.400485,1010.439594,892.101211,2570.745952,3384.744278,4283.591961,4688.848628,4688.848628,4824.529027,0.356641,0.375475,0.357044,0.309935,calls/second,milliseconds
1592985881,382,5002.420283,2740.398204,1010.439594,908.036653,2632.454240,3462.511832,4283.591961,4667.637970,4688.848628,4824.529027,0.357046,0.364527,0.355202,0.309829,calls/second,milliseconds
1592985891,386,5002.420283,2709.153867,1010.439594,909.326974,2666.429649,3462.511832,4072.443616,4667.637970,4688.848628,4824.529027,0.357443,0.385964,0.359976,0.311933,calls/second,milliseconds
1592985901,392,5002.420283,2535.330388,1010.439594,924.401884,2461.633154,3276.029285,4014.089535,4619.267042,4688.848628,4824.529027,0.359669,0.389398,0.361343,0.312912,calls/second,milliseconds
1592985911,395,5002.420283,2579.654002,1010.439594,946.944665,2565.432552,3383.781489,4014.089535,4619.267042,4688.848628,4824.529027,0.359127,0.389747,0.362555,0.313868,calls/second,milliseconds
1592985921,400,5002.420283,2509.891994,1010.439594,948.494452,2321.681097,3326.594465,3993.608880,4283.591961,4667.637970,4824.529027,0.360397,0.391321,0.363783,0.314820,calls/second,milliseconds
1592985931,403,5002.420283,2511.515068,1010.439594,925.495898,2369.126617,3383.781489,3993.608880,4283.591961,4667.637970,4824.529027,0.359856,0.391375,0.364916,0.315755,calls/second,milliseconds
1592985941,406,5002.420283,2674.384240,1010.439594,989.605777,2565.432552,3675.609337,4240.636664,4240.636664,4667.637970,4824.529027,0.359328,0.376708,0.362760,0.315578,calls/second,milliseconds
1592985951,409,5002.420283,2702.134698,1010.439594,971.533544,2570.745952,3675.609337,4240.636664,4240.636664,4619.267042,4824.529027,0.358807,0.364292,0.360675,0.315403,calls/second,milliseconds
1592985961,412,5002.420283,2802.795640,1010.439594,982.207350,2678.906586,3783.798941,4243.612603,4243.612603,4619.267042,4688.848628,0.358295,0.369774,0.361965,0.316338,calls/second,milliseconds
1592985971,415,5002.420283,2870.158690,1010.439594,949.994532,2800.073044,3686.892335,4240.636664,4243.612603,4350.706661,4688.848628,0.357792,0.343711,0.356655,0.315052,calls/second,milliseconds
1592985981,418,5002.420283,2942.656788,1010.439594,938.858595,3076.094439,3783.798941,4300.144786,4300.144786,4300.144786,4688.848628,0.357299,0.352352,0.358076,0.315991,calls/second,milliseconds
1592985991,421,5002.420283,2971.094138,1010.439594,896.130053,3079.351466,3686.892335,4243.612603,4300.144786,4300.144786,4688.848628,0.356814,0.328963,0.352893,0.314709,calls/second,milliseconds
1592986001,425,5002.420283,2925.906956,1010.439594,884.655561,2800.073044,3686.892335,4243.612603,4300.144786,4300.144786,4688.848628,0.357175,0.339869,0.354438,0.315651,calls/second,milliseconds
1592986011,429,5002.420283,2871.271968,1010.439594,929.058943,2800.073044,3686.892335,4243.612603,4300.144786,4300.144786,4688.848628,0.357533,0.349100,0.355931,0.316583,calls/second,milliseconds
1592986021,434,5002.420283,2673.771286,1010.439594,960.792655,2565.432552,3603.295784,4240.636664,4300.144786,4300.144786,4688.848628,0.358710,0.356914,0.357376,0.317505,calls/second,milliseconds
1592986031,439,5002.420283,2568.395284,1010.439594,936.754010,2529.685410,3373.271542,4142.068296,4300.144786,4300.144786,4688.848628,0.359866,0.394232,0.365330,0.320627,calls/second,milliseconds
1592986041,443,5002.420283,2550.770564,1010.439594,890.593016,2529.685410,3128.808395,4142.068296,4243.612603,4300.144786,4688.848628,0.360195,0.395118,0.366467,0.321504,calls/second,milliseconds
1592986051,446,5002.420283,2629.100031,1010.439594,973.404480,2529.685410,3440.160260,4300.144786,4425.967632,4425.967632,4688.848628,0.359710,0.395867,0.367566,0.322371,calls/second,milliseconds
